date,company,sector,last_price,opening_price,high,low,volume,variation
2025-04-07,TUNISIE PROFILES ALUMINIUM,Industry,34.143,33.731,34.638,32.824,21657,1.5
2025-04-07,TUNINVEST-SICAR,Financial Services,33.008,33.296,34.561,32.031,35268,-2.34
2025-04-07,TUNISAIR,Transport,27.378,27.386,28.348,26.423,30296,2.35
2025-04-07,TUNIS RE,Insurance,41.202,41.213,42.248,40.179,27917,2.44
2025-04-07,WIFACK INTERNATIONAL BANK,Banking,85.591,85.525,87.766,83.285,12570,-0.35
2025-04-08,SFBT,Food & Beverage,41.911,41.855,43.624,40.086,3523,0.16
2025-04-08,BIAT,Banking,68.065,66.949,68.078,65.82,10372,-2.66
2025-04-08,Attijari Bank,Banking,41.228,40.886,41.58,40.191,93327,-2.43
2025-04-08,Tunisie Telecom,Telecom,46.404,46.593,48.16,45.025,87178,-2.78
2025-04-08,BH Bank,Banking,35.667,35.886,36.525,35.248,32821,-2.35
2025-04-08,Délice Holding,Food & Beverage,17.943,17.916,18.687,17.144,25728,-0.96
2025-04-08,SAH Lilas,Industry,24.931,25.139,25.546,24.732,91676,-0.52
2025-04-08,UIB,Banking,56.674,57.281,58.941,55.62,81167,-0.53
2025-04-08,STAR,Insurance,49.741,49.49,51.293,47.688,88871,0.58
2025-04-08,Tunisair,Transport,25.364,24.963,25.684,24.242,53088,2.99
2025-04-08,ATB,Banking,64.236,63.427,65.568,61.286,80677,0.14
2025-04-08,BNA,Banking,58.501,58.407,60.16,56.655,86623,-1.24
2025-04-08,BT,Banking,35.304,35.659,36.371,34.946,75187,-2.84
2025-04-08,STB,Banking,48.206,48.219,49.061,47.378,93305,-0.16
2025-04-08,Amen Bank,Banking,81.329,81.111,83.733,78.489,16168,-2.83
2025-04-08,Attijari Leasing,Financial Services,40.878,41.392,42.563,40.221,47958,0.75
2025-04-08,BH Leasing,Financial Services,42.56,42.691,43.196,42.187,94122,1.8
2025-04-08,CIL,Financial Services,28.262,28.351,28.97,27.731,79027,1.68
2025-04-08,Hannibal Lease,Financial Services,23.436,23.085,23.788,22.382,72080,-0.15
2025-04-08,Modern Leasing,Financial Services,40.23,40.425,42.238,38.613,1911,-1.07
2025-04-08,Tunisie Leasing,Financial Services,36.225,36.791,37.688,35.893,75643,-0.6
2025-04-08,PGH,Holding,78.817,79.016,82.675,75.357,4076,1.82
2025-04-08,SIMPAR,Construction,32.839,33.052,33.735,32.369,31718,2.65
2025-04-08,SOMOCER,Industry,7.676,7.495,7.697,7.292,84560,1.49
2025-04-08,SOTIPAPIER,Industry,11.047,11.056,11.423,10.688,96909,-1.05
2025-04-08,SOTUVER,Industry,21.645,21.408,21.839,20.977,55488,-1.83
2025-04-08,TELNET,Technology,55.927,56.312,56.929,55.695,7597,0.6
2025-04-08,TPR,Industry,31.648,31.319,31.752,30.885,21874,2.17
2025-04-08,UNIMED,Healthcare,9.726,9.755,10.132,9.377,94297,-2.03
2025-04-08,ADWYA,Healthcare,8.765,8.812,8.918,8.707,69595,2.98
2025-04-08,ARTES,Automotive,7.979,7.994,8.361,7.627,27482,2.07
2025-04-08,CELLCOM,Technology,20.398,20.472,21.395,19.549,18799,2.65
2025-04-08,CITY CARS,Automotive,24.309,23.956,24.56,23.353,17333,-1.33
2025-04-08,ENNAKL,Automotive,22.762,22.928,23.756,22.099,51584,-2.75
2025-04-08,EURO-CYCLES,Industry,32.835,32.909,34.381,31.437,78076,2.12
2025-04-08,GIF,Industry,31.042,30.523,31.229,29.817,92581,1.18
2025-04-08,LAND'OR,Food & Beverage,28.125,28.37,28.817,27.923,72442,0.57
2025-04-08,MAGASIN GENERAL,Retail,8.282,8.242,8.447,8.037,83387,2.15
2025-04-08,MONOPRIX,Retail,16.911,16.861,17.21,16.512,80100,0.18
2025-04-08,NEW BODY LINE,Industry,35.427,35.044,35.445,34.644,71148,-0.46
2025-04-08,OFFICE PLAST,Industry,21.18,21.588,22.19,20.987,52187,-2.75
2025-04-08,ONE TECH HOLDING,Technology,19.895,19.966,20.677,19.255,30279,-2.9
2025-04-08,SAM,Industry,24.253,24.407,24.959,23.854,11393,-2.9
2025-04-08,SANIMED,Healthcare,13.133,13.045,13.452,12.638,88574,-0.73
2025-04-08,SERVICOM,Services,14.304,14.543,14.889,14.196,81097,2.23
2025-04-08,SOTEMAIL,Industry,16.988,17.107,17.474,16.739,89446,-0.35
2025-04-08,SOTRAPIL,Energy,25.08,24.909,25.363,24.455,66331,1.59
2025-04-08,SOPAT,Food & Beverage,31.185,31.236,32.663,29.81,75624,2.27
2025-04-08,STEQ,Industry,14.477,14.39,14.962,13.819,42887,2.74
2025-04-08,STIP,Industry,20.349,20.671,21.334,20.007,1744,-0.82
2025-04-08,TUNISIE PROFILES ALUMINIUM,Industry,38.961,38.47,39.742,37.198,35300,2.42
2025-04-08,TUNINVEST-SICAR,Financial Services,14.417,14.403,14.753,14.053,48480,1.83
2025-04-08,TUNISAIR,Transport,19.355,19.331,20.092,18.569,60388,-1.62
2025-04-08,TUNIS RE,Insurance,52.652,52.623,54.693,50.552,64996,-0.38
2025-04-08,WIFACK INTERNATIONAL BANK,Banking,47.416,47.29,47.613,46.967,89488,-0.7
2025-04-09,SFBT,Food & Beverage,20.043,19.931,20.545,19.316,35464,2.57
2025-04-09,BIAT,Banking,98.616,98.967,100.581,97.353,32875,1.48
2025-04-09,Attijari Bank,Banking,24.363,24.354,25.241,23.466,5607,-1.78
2025-04-09,Tunisie Telecom,Telecom,53.453,53.79,55.074,52.506,77304,-2.81
2025-04-09,BH Bank,Banking,84.44,85.712,87.097,84.326,56718,-0.2
2025-04-09,Délice Holding,Food & Beverage,48.445,48.445,50.438,46.452,91424,-2.87
2025-04-09,SAH Lilas,Industry,5.483,5.506,5.687,5.325,86231,-1.04
2025-04-09,UIB,Banking,47.479,46.858,47.529,46.187,78105,0.94
2025-04-09,STAR,Insurance,33.941,33.195,34.011,32.378,68476,2.81
2025-04-09,Tunisair,Transport,25.68,25.749,26.645,24.854,78463,0.47
2025-04-09,ATB,Banking,34.852,34.901,35.026,34.775,29700,1.97
2025-04-09,BNA,Banking,55.186,55.293,56.148,54.437,71320,0.85
2025-04-09,BT,Banking,80.477,80.326,81.138,79.514,33919,-2.48
2025-04-09,STB,Banking,29.71,29.42,30.274,28.566,98262,-1.25
2025-04-09,Amen Bank,Banking,79.631,80.321,83.278,77.363,87267,2.98
2025-04-09,Attijari Leasing,Financial Services,18.027,17.816,18.321,17.31,38906,0.67
2025-04-09,BH Leasing,Financial Services,43.072,42.992,45.04,40.945,25454,0.02
2025-04-09,CIL,Financial Services,31.159,31.389,31.625,31.153,89506,-0.32
2025-04-09,Hannibal Lease,Financial Services,44.397,44.724,46.053,43.395,69535,-0.54
2025-04-09,Modern Leasing,Financial Services,11.653,11.715,12.01,11.419,33984,1.44
2025-04-09,Tunisie Leasing,Financial Services,33.412,33.483,34.849,32.118,49454,2.07
2025-04-09,PGH,Holding,92.767,92.136,95.219,89.053,57580,2.43
2025-04-09,SIMPAR,Construction,21.71,21.769,22.418,21.12,90893,-0.05
2025-04-09,SOMOCER,Industry,10.926,10.902,10.972,10.833,1806,0.17
2025-04-09,SOTIPAPIER,Industry,23.635,23.617,23.945,23.288,73289,-0.79
2025-04-09,SOTUVER,Industry,38.154,38.468,39.62,37.317,69825,-2.29
2025-04-09,TELNET,Technology,16.952,16.824,17.005,16.643,64875,0.22
2025-04-09,TPR,Industry,19.031,18.657,19.113,18.2,54641,-2.75
2025-04-09,UNIMED,Healthcare,10.695,10.473,10.763,10.183,32238,2.4
2025-04-09,ADWYA,Healthcare,22.836,23.374,23.919,22.83,51079,-2.87
2025-04-09,ARTES,Automotive,14.452,14.295,14.794,13.796,75308,-1.12
2025-04-09,CELLCOM,Technology,67.139,67.369,70.127,64.611,42133,-2.92
2025-04-09,CITY CARS,Automotive,17.526,17.598,17.684,17.511,86333,1.55
2025-04-09,ENNAKL,Automotive,16.63,16.405,16.708,16.103,90926,2.98
2025-04-09,EURO-CYCLES,Industry,17.452,17.432,18.049,16.816,73635,-0.67
2025-04-09,GIF,Industry,14.163,13.983,14.335,13.63,10010,0.08
2025-04-09,LAND'OR,Food & Beverage,39.771,39.361,40.635,38.088,75530,1.27
2025-04-09,MAGASIN GENERAL,Retail,17.489,17.818,18.308,17.328,17978,2.24
2025-04-09,MONOPRIX,Retail,11.967,11.748,12.05,11.447,72100,-0.73
2025-04-09,NEW BODY LINE,Industry,34.254,34.099,34.324,33.873,70250,2.2
2025-04-09,OFFICE PLAST,Industry,21.715,21.251,21.76,20.741,85015,0.81
2025-04-09,ONE TECH HOLDING,Technology,24.619,24.718,25.425,24.011,60664,-2.72
2025-04-09,SAM,Industry,7.62,7.46,7.649,7.27,25067,-0.1
2025-04-09,SANIMED,Healthcare,19.916,19.767,20.206,19.329,69245,2.28
2025-04-09,SERVICOM,Services,8.739,8.726,8.981,8.471,4048,1.22
2025-04-09,SOTEMAIL,Industry,33.75,33.144,33.987,32.3,13866,-1.28
2025-04-09,SOTRAPIL,Energy,33.964,33.799,34.991,32.606,82634,2.42
2025-04-09,SOPAT,Food & Beverage,37.727,38.197,39.363,37.03,57700,0.83
2025-04-09,STEQ,Industry,10.813,10.785,11.16,10.409,50280,-0.36
2025-04-09,STIP,Industry,10.535,10.488,10.955,10.021,13988,1.06
2025-04-09,TUNISIE PROFILES ALUMINIUM,Industry,38.286,38.462,40.144,36.78,46994,-0.63
2025-04-09,TUNINVEST-SICAR,Financial Services,34.884,34.856,36.386,33.325,47735,-1.88
2025-04-09,TUNISAIR,Transport,19.402,19.352,19.802,18.901,32862,-2.21
2025-04-09,TUNIS RE,Insurance,15.625,15.564,16.221,14.908,64318,-0.2
2025-04-09,WIFACK INTERNATIONAL BANK,Banking,91.731,92.665,94.59,90.74,94032,1.86
2025-04-10,SFBT,Food & Beverage,25.217,25.089,26.034,24.144,51169,0.54
2025-04-10,BIAT,Banking,37.025,36.718,37.182,36.253,64366,1.04
2025-04-10,Attijari Bank,Banking,76.887,77.197,79.486,74.908,14839,1.35
2025-04-10,Tunisie Telecom,Telecom,34.016,34.129,34.25,34.007,34430,1.56
2025-04-10,BH Bank,Banking,64.477,64.648,67.377,61.92,39152,-0.0
2025-04-10,Délice Holding,Food & Beverage,25.329,25.375,26.182,24.568,18434,1.48
2025-04-10,SAH Lilas,Industry,16.015,16.186,16.441,15.932,8624,0.56
2025-04-10,UIB,Banking,43.121,42.645,43.26,42.029,43576,2.31
2025-04-10,STAR,Insurance,53.501,53.282,54.811,51.754,22294,2.22
2025-04-10,Tunisair,Transport,26.752,26.906,27.397,26.415,36260,1.8
2025-04-10,ATB,Banking,78.646,77.76,80.688,74.832,78106,2.98
2025-04-10,BNA,Banking,64.645,64.944,65.889,63.998,6980,1.01
2025-04-10,BT,Banking,79.968,79.582,81.183,77.98,63490,0.02
2025-04-10,STB,Banking,60.319,60.396,61.947,58.845,86678,-2.37
2025-04-10,Amen Bank,Banking,66.905,68.053,69.271,66.835,79236,2.85
2025-04-10,Attijari Leasing,Financial Services,40.76,41.163,42.535,39.792,49796,-1.88
2025-04-10,BH Leasing,Financial Services,22.505,22.449,23.399,21.498,58416,-1.3
2025-04-10,CIL,Financial Services,38.388,39.066,39.939,38.193,60644,0.78
2025-04-10,Hannibal Lease,Financial Services,21.846,21.339,21.907,20.771,44434,-2.94
2025-04-10,Modern Leasing,Financial Services,36.034,36.195,36.528,35.863,92118,-1.85
2025-04-10,Tunisie Leasing,Financial Services,21.658,21.819,22.029,21.61,32076,1.86
2025-04-10,PGH,Holding,72.319,72.229,75.617,68.841,53998,0.46
2025-04-10,SIMPAR,Construction,25.914,25.474,25.922,25.026,29145,-0.36
2025-04-10,SOMOCER,Industry,12.33,12.328,12.848,11.808,24383,1.88
2025-04-10,SOTIPAPIER,Industry,5.761,5.74,5.925,5.555,88874,2.55
2025-04-10,SOTUVER,Industry,28.057,28.306,29.402,27.21,37693,-1.91
2025-04-10,TELNET,Technology,64.187,64.815,67.118,62.512,73787,2.33
2025-04-10,TPR,Industry,37.055,36.387,37.271,35.503,82882,0.12
2025-04-10,UNIMED,Healthcare,21.178,21.147,21.75,20.544,63323,-1.36
2025-04-10,ADWYA,Healthcare,33.169,32.846,33.198,32.493,89126,0.07
2025-04-10,ARTES,Automotive,19.801,19.609,19.81,19.409,30746,0.78
2025-04-10,CELLCOM,Technology,33.637,33.823,34.314,33.333,23279,-0.92
2025-04-10,CITY CARS,Automotive,7.565,7.518,7.823,7.213,7214,-1.95
2025-04-10,ENNAKL,Automotive,9.432,9.534,9.683,9.385,51515,-2.09
2025-04-10,EURO-CYCLES,Industry,38.564,38.283,38.708,37.858,88503,-0.69
2025-04-10,GIF,Industry,20.911,21.324,21.925,20.722,60361,-2.4
2025-04-10,LAND'OR,Food & Beverage,48.624,48.899,50.813,46.985,49748,-2.89
2025-04-10,MAGASIN GENERAL,Retail,12.829,12.759,13.063,12.455,65278,-2.47
2025-04-10,MONOPRIX,Retail,11.067,11.145,11.236,11.053,98682,2.75
2025-04-10,NEW BODY LINE,Industry,26.547,26.616,27.481,25.751,53999,-0.83
2025-04-10,OFFICE PLAST,Industry,37.897,37.671,38.208,37.135,42576,-2.95
2025-04-10,ONE TECH HOLDING,Technology,41.35,41.191,41.955,40.427,80062,1.92
2025-04-10,SAM,Industry,5.793,5.801,5.869,5.734,10710,0.46
2025-04-10,SANIMED,Healthcare,9.282,9.212,9.326,9.097,51410,2.19
2025-04-10,SERVICOM,Services,21.659,21.922,22.485,21.36,69295,-1.62
2025-04-10,SOTEMAIL,Industry,8.654,8.45,8.677,8.223,5158,0.68
2025-04-10,SOTRAPIL,Energy,77.623,76.746,78.171,75.321,55481,0.38
2025-04-10,SOPAT,Food & Beverage,47.426,47.745,48.878,46.613,55028,1.29
2025-04-10,STEQ,Industry,39.108,39.187,40.56,37.813,54504,-2.91
2025-04-10,STIP,Industry,10.305,10.261,10.702,9.819,66450,-0.65
2025-04-10,TUNISIE PROFILES ALUMINIUM,Industry,33.617,33.789,34.738,32.84,33952,0.49
2025-04-10,TUNINVEST-SICAR,Financial Services,29.281,29.466,30.589,28.344,23125,-2.38
2025-04-10,TUNISAIR,Transport,8.208,8.279,8.578,7.981,8794,-2.57
2025-04-10,TUNIS RE,Insurance,41.326,40.682,41.44,39.924,20924,2.44
2025-04-10,WIFACK INTERNATIONAL BANK,Banking,29.984,29.887,30.002,29.773,75469,-1.83
2025-04-11,SFBT,Food & Beverage,30.281,30.492,30.994,29.99,62536,2.47
2025-04-11,BIAT,Banking,31.256,31.285,31.796,30.775,97100,1.63
2025-04-11,Attijari Bank,Banking,44.06,44.657,46.183,43.13,3407,-0.49
2025-04-11,Tunisie Telecom,Telecom,74.73,75.842,77.22,74.464,3235,-2.34
2025-04-11,BH Bank,Banking,73.202,71.526,73.39,69.663,3811,2.92
2025-04-11,Délice Holding,Food & Beverage,10.626,10.48,10.638,10.322,40324,-2.47
2025-04-11,SAH Lilas,Industry,37.569,37.447,39.147,35.748,3362,1.77
2025-04-11,UIB,Banking,69.273,68.055,69.423,66.686,26442,0.81
2025-04-11,STAR,Insurance,54.181,54.201,55.621,52.781,37466,-1.45
2025-04-11,Tunisair,Transport,6.379,6.31,6.46,6.161,69381,0.21
2025-04-11,ATB,Banking,88.752,88.557,90.185,86.929,10399,2.45
2025-04-11,BNA,Banking,28.912,28.701,29.265,28.137,90202,1.89
2025-04-11,BT,Banking,83.222,82.072,84.185,79.958,81067,2.83
2025-04-11,STB,Banking,97.581,96.243,98.922,93.563,23638,0.29
2025-04-11,Amen Bank,Banking,23.878,23.758,24.045,23.47,2452,1.69
2025-04-11,Attijari Leasing,Financial Services,36.038,35.537,36.447,34.626,64240,2.68
2025-04-11,BH Leasing,Financial Services,19.075,19.242,19.85,18.633,83979,-0.53
2025-04-11,CIL,Financial Services,43.044,42.819,43.205,42.433,70460,-0.7
2025-04-11,Hannibal Lease,Financial Services,41.916,42.431,43.905,40.957,53123,-0.92
2025-04-11,Modern Leasing,Financial Services,21.812,22.053,22.835,21.271,27430,2.77
2025-04-11,Tunisie Leasing,Financial Services,16.16,16.095,16.594,15.595,96239,0.04
2025-04-11,PGH,Holding,104.861,104.345,107.308,101.382,77758,-2.03
2025-04-11,SIMPAR,Construction,45.878,46.481,48.008,44.954,63012,0.28
2025-04-11,SOMOCER,Industry,35.568,35.133,36.088,34.177,64729,2.81
2025-04-11,SOTIPAPIER,Industry,35.476,35.74,36.127,35.354,84715,1.66
2025-04-11,SOTUVER,Industry,5.98,6.083,6.272,5.895,64908,2.57
2025-04-11,TELNET,Technology,37.761,37.703,38.306,37.1,9442,-1.34
2025-04-11,TPR,Industry,21.501,21.031,21.554,20.508,31873,2.57
2025-04-11,UNIMED,Healthcare,16.065,15.857,16.38,15.333,19502,1.94
2025-04-11,ADWYA,Healthcare,26.622,26.615,26.97,26.261,88693,2.78
2025-04-11,ARTES,Automotive,20.175,20.143,21.118,19.169,46081,-1.26
2025-04-11,CELLCOM,Technology,51.635,52.275,53.397,51.153,18341,2.99
2025-04-11,CITY CARS,Automotive,13.353,13.571,13.897,13.245,37105,-1.19
2025-04-11,ENNAKL,Automotive,18.957,19.227,19.824,18.63,86701,-1.84
2025-04-11,EURO-CYCLES,Industry,23.0,22.94,23.989,21.891,90147,1.24
2025-04-11,GIF,Industry,18.001,18.382,18.852,17.912,35539,-0.68
2025-04-11,LAND'OR,Food & Beverage,30.07,30.45,31.408,29.491,31515,1.07
2025-04-11,MAGASIN GENERAL,Retail,5.755,5.728,5.779,5.677,36827,-2.37
2025-04-11,MONOPRIX,Retail,17.554,17.375,17.938,16.813,53857,1.48
2025-04-11,NEW BODY LINE,Industry,25.861,25.8,26.773,24.826,66537,2.33
2025-04-11,OFFICE PLAST,Industry,5.538,5.45,5.595,5.304,58558,0.3
2025-04-11,ONE TECH HOLDING,Technology,15.474,15.666,15.916,15.417,58854,2.3
2025-04-11,SAM,Industry,31.427,31.167,31.614,30.72,64785,-0.2
2025-04-11,SANIMED,Healthcare,33.71,33.317,34.031,32.603,45512,-2.91
2025-04-11,SERVICOM,Services,19.14,19.272,20.03,18.513,51324,-1.9
2025-04-11,SOTEMAIL,Industry,39.205,38.569,39.308,37.83,90816,0.25
2025-04-11,SOTRAPIL,Energy,76.091,76.269,78.852,73.687,74568,-0.95
2025-04-11,SOPAT,Food & Beverage,41.238,42.04,43.26,40.821,17092,-1.47
2025-04-11,STEQ,Industry,13.882,13.896,14.323,13.469,33625,-2.82
2025-04-11,STIP,Industry,38.271,37.791,38.566,37.017,52704,0.76
2025-04-11,TUNISIE PROFILES ALUMINIUM,Industry,15.756,16.04,16.502,15.577,13326,-0.75
2025-04-11,TUNINVEST-SICAR,Financial Services,17.595,17.884,18.409,17.36,88368,2.71
2025-04-11,TUNISAIR,Transport,27.35,27.683,28.283,27.082,9136,-0.33
2025-04-11,TUNIS RE,Insurance,34.675,35.197,36.262,34.132,93886,1.16
2025-04-11,WIFACK INTERNATIONAL BANK,Banking,70.368,71.575,73.261,69.888,69774,-0.14
2025-04-12,SFBT,Food & Beverage,31.955,32.003,33.3,30.706,82370,1.47
2025-04-12,BIAT,Banking,72.251,71.604,73.874,69.334,24186,-1.61
2025-04-12,Attijari Bank,Banking,70.3,70.382,70.54,70.224,87631,1.01
2025-04-12,Tunisie Telecom,Telecom,49.567,48.816,50.334,47.297,55983,-2.35
2025-04-12,BH Bank,Banking,72.585,73.302,74.207,72.396,58560,-2.67
2025-04-12,Délice Holding,Food & Beverage,13.919,13.694,14.136,13.251,6305,2.93
2025-04-12,SAH Lilas,Industry,25.939,25.823,26.183,25.464,70966,1.5
2025-04-12,UIB,Banking,82.662,83.916,86.223,81.61,20038,1.5
2025-04-12,STAR,Insurance,46.401,46.07,47.176,44.964,44553,-1.89
2025-04-12,Tunisair,Transport,11.101,11.11,11.473,10.746,36736,1.58
2025-04-12,ATB,Banking,44.093,43.624,44.913,42.335,77901,1.58
2025-04-12,BNA,Banking,81.25,79.483,81.396,77.57,64038,-0.71
2025-04-12,BT,Banking,24.184,24.559,25.333,23.785,37114,-1.06
2025-04-12,STB,Banking,99.302,101.457,104.14,98.774,37886,2.15
2025-04-12,Amen Bank,Banking,65.631,66.031,67.787,64.274,90526,2.15
2025-04-12,Attijari Leasing,Financial Services,14.647,14.348,14.777,13.918,33922,-0.9
2025-04-12,BH Leasing,Financial Services,37.409,37.075,38.255,35.895,45511,-1.39
2025-04-12,CIL,Financial Services,18.364,18.499,18.948,18.05,93459,2.91
2025-04-12,Hannibal Lease,Financial Services,29.759,29.341,29.883,28.8,83960,-1.21
2025-04-12,Modern Leasing,Financial Services,13.33,13.47,13.694,13.246,91259,-2.08
2025-04-12,Tunisie Leasing,Financial Services,18.109,18.166,18.963,17.369,89248,1.81
2025-04-12,PGH,Holding,115.698,115.731,119.753,111.71,20558,1.83
2025-04-12,SIMPAR,Construction,23.935,24.104,24.407,23.801,28609,-1.88
2025-04-12,SOMOCER,Industry,12.399,12.39,12.841,11.94,48061,0.91
2025-04-12,SOTIPAPIER,Industry,36.406,36.701,37.843,35.559,11478,0.24
2025-04-12,SOTUVER,Industry,38.63,38.538,39.848,37.228,90882,2.22
2025-04-12,TELNET,Technology,54.541,54.762,55.567,53.957,95809,1.01
2025-04-12,TPR,Industry,34.686,34.621,36.232,33.011,56834,2.6
2025-04-12,UNIMED,Healthcare,27.518,27.918,28.719,27.116,32451,-1.14
2025-04-12,ADWYA,Healthcare,32.152,31.72,32.365,31.074,94113,-2.4
2025-04-12,ARTES,Automotive,21.052,21.266,21.654,20.878,6637,0.22
2025-04-12,CELLCOM,Technology,46.847,46.769,48.361,45.176,55958,-2.97
2025-04-12,CITY CARS,Automotive,20.795,21.0,21.623,20.376,33437,2.52
2025-04-12,ENNAKL,Automotive,18.866,18.569,19.077,18.06,98166,2.42
2025-04-12,EURO-CYCLES,Industry,37.31,37.59,38.077,37.103,26361,0.32
2025-04-12,GIF,Industry,32.547,32.768,33.606,31.93,31367,-1.89
2025-04-12,LAND'OR,Food & Beverage,10.492,10.299,10.543,10.055,21862,0.73
2025-04-12,MAGASIN GENERAL,Retail,16.992,16.838,17.203,16.474,73288,0.79
2025-04-12,MONOPRIX,Retail,17.455,17.55,17.731,17.37,29493,0.75
2025-04-12,NEW BODY LINE,Industry,7.869,8.03,8.223,7.836,52778,0.6
2025-04-12,OFFICE PLAST,Industry,31.75,32.258,33.122,31.394,11639,-1.44
2025-04-12,ONE TECH HOLDING,Technology,59.297,59.722,60.449,58.995,60921,-2.67
2025-04-12,SAM,Industry,16.365,16.166,16.646,15.686,70349,-0.94
2025-04-12,SANIMED,Healthcare,22.517,22.544,23.145,21.944,13403,2.46
2025-04-12,SERVICOM,Services,16.596,16.282,16.794,15.771,30219,-2.85
2025-04-12,SOTEMAIL,Industry,6.535,6.59,6.832,6.348,68705,0.25
2025-04-12,SOTRAPIL,Energy,61.257,60.367,61.836,58.897,63186,-0.85
2025-04-12,SOPAT,Food & Beverage,18.693,18.984,19.394,18.574,66302,-2.51
2025-04-12,STEQ,Industry,22.966,22.862,23.369,22.355,12960,-1.64
2025-04-12,STIP,Industry,8.863,8.845,8.944,8.745,52710,2.34
2025-04-12,TUNISIE PROFILES ALUMINIUM,Industry,12.612,12.538,12.905,12.171,50310,-0.25
2025-04-12,TUNINVEST-SICAR,Financial Services,35.869,36.189,37.345,35.034,78386,-2.85
2025-04-12,TUNISAIR,Transport,5.682,5.578,5.736,5.42,29295,2.71
2025-04-12,TUNIS RE,Insurance,57.959,58.29,59.909,56.672,57325,0.87
2025-04-12,WIFACK INTERNATIONAL BANK,Banking,38.172,38.251,39.148,37.353,60535,0.12
2025-04-13,SFBT,Food & Beverage,48.582,48.838,49.925,47.752,69536,-1.75
2025-04-13,BIAT,Banking,71.515,72.735,74.659,70.811,26910,0.96
2025-04-13,Attijari Bank,Banking,41.656,41.693,41.944,41.441,93501,-0.94
2025-04-13,Tunisie Telecom,Telecom,83.369,82.358,85.359,79.358,26874,2.06
2025-04-13,BH Bank,Banking,39.3,40.135,40.996,39.274,3707,0.78
2025-04-13,Délice Holding,Food & Beverage,44.465,43.709,44.558,42.859,50435,1.96
2025-04-13,SAH Lilas,Industry,32.459,32.957,33.684,32.231,40224,2.19
2025-04-13,UIB,Banking,75.849,76.092,78.631,73.553,49207,0.6
2025-04-13,STAR,Insurance,40.257,39.779,41.208,38.351,33370,2.21
2025-04-13,Tunisair,Transport,23.673,23.35,23.981,22.719,63487,-0.76
2025-04-13,ATB,Banking,50.494,51.605,52.759,50.452,25297,2.46
2025-04-13,BNA,Banking,60.887,61.907,63.523,60.291,96884,2.23
2025-04-13,BT,Banking,32.825,32.839,33.417,32.261,32315,-2.55
2025-04-13,STB,Banking,93.925,93.245,96.707,89.784,96492,0.29
2025-04-13,Amen Bank,Banking,87.09,86.524,89.348,83.7,31695,1.3
2025-04-13,Attijari Leasing,Financial Services,27.921,27.346,28.145,26.546,34752,-0.82
2025-04-13,BH Leasing,Financial Services,38.969,38.77,39.592,37.947,48928,-1.54
2025-04-13,CIL,Financial Services,33.965,33.978,34.042,33.914,64285,0.31
2025-04-13,Hannibal Lease,Financial Services,22.404,21.928,22.475,21.382,35669,-2.56
2025-04-13,Modern Leasing,Financial Services,34.836,35.317,35.871,34.762,3068,-2.69
2025-04-13,Tunisie Leasing,Financial Services,26.719,26.373,26.861,25.885,99517,-1.59
2025-04-13,PGH,Holding,57.958,57.767,58.813,56.722,5541,-2.18
2025-04-13,SIMPAR,Construction,24.04,23.495,24.131,22.858,89950,-1.01
2025-04-13,SOMOCER,Industry,21.856,22.024,22.697,21.351,7101,-2.91
2025-04-13,SOTIPAPIER,Industry,14.954,15.084,15.282,14.885,47853,-0.84
2025-04-13,SOTUVER,Industry,16.534,16.729,17.238,16.22,68101,0.56
2025-04-13,TELNET,Technology,21.881,21.893,22.705,21.081,93408,-0.55
2025-04-13,TPR,Industry,6.294,6.228,6.39,6.065,26941,-1.39
2025-04-13,UNIMED,Healthcare,31.993,31.771,32.007,31.535,15181,2.94
2025-04-13,ADWYA,Healthcare,14.298,14.325,14.449,14.201,44726,1.55
2025-04-13,ARTES,Automotive,10.058,10.227,10.461,9.993,62086,0.62
2025-04-13,CELLCOM,Technology,41.013,41.086,41.615,40.557,86834,1.8
2025-04-13,CITY CARS,Automotive,12.412,12.207,12.419,11.994,34500,2.09
2025-04-13,ENNAKL,Automotive,15.183,15.264,15.75,14.779,59910,-2.88
2025-04-13,EURO-CYCLES,Industry,22.92,22.521,22.938,22.105,6173,2.07
2025-04-13,GIF,Industry,9.342,9.368,9.677,9.059,63113,-2.62
2025-04-13,LAND'OR,Food & Beverage,48.818,49.48,50.375,48.584,46377,0.41
2025-04-13,MAGASIN GENERAL,Retail,16.315,16.281,16.675,15.887,8532,-1.73
2025-04-13,MONOPRIX,Retail,7.379,7.374,7.726,7.022,76809,-0.15
2025-04-13,NEW BODY LINE,Industry,29.315,28.738,29.597,27.878,40188,2.28
2025-04-13,OFFICE PLAST,Industry,16.395,16.206,16.459,15.954,37426,0.04
2025-04-13,ONE TECH HOLDING,Technology,61.727,60.825,62.231,59.419,48882,1.22
2025-04-13,SAM,Industry,34.022,34.654,35.429,33.878,21022,-2.96
2025-04-13,SANIMED,Healthcare,29.036,28.922,29.676,28.167,62406,1.57
2025-04-13,SERVICOM,Services,18.36,18.643,19.246,18.041,59770,-1.44
2025-04-13,SOTEMAIL,Industry,9.538,9.633,9.777,9.488,4840,0.65
2025-04-13,SOTRAPIL,Energy,25.35,24.938,25.476,24.399,6018,-2.64
2025-04-13,SOPAT,Food & Beverage,32.013,32.062,32.552,31.572,63692,-0.09
